Customeraccount;ax;Archived;KeyAccountCode;DeliveryAddress;DeliveryAddress2;KeyAccount;Name;Search name;ZIPCODE;CITY;COUNTRYREGIONID;STREET;Telephone;Extension;CURRENCY;Customer group;Invoice account;Created date and time;Created by;VAT number;Country region;AccessRights;GroupID
00513;Yes;;;;;Yes;Crowshall Veterinary Service;Crowshall Vet Services B * S;NR17 1AD;Attleborough;UK;1 Crowshall Lane;00 44 1953 455454;;GBP;003;;2011-06-24 14:16:50;?;GB651070469;UK;UK;59,69
00514;Yes;1;;;;Yes;Dubavo NV;Dubavo NV   S  DO NOT USE;8647;Lo-Reninge;BEL;Broekstraat 18;;;EUR;003;;2011-06-24 14:16:50;?;BE0437634801;BEL;BEL;54,69
00515;Yes;;;;;Yes;Vet & Sphere;Vet & Sphere B+S;56140;Malestroit;FRA;Z.I. de Tirpen;+33 297752775;;EUR;003;;2011-06-24 14:16:50;?;FR39440600393;FRA;FRA;50,69
00516;Yes;1;;;;Yes;VetCenter Srl;VetCenter Srl  - DO NOT USE ANYMORE!!;06135;Perugia;ITA;Strada del Piano 49-E/49-F;+39 0755997819;;EUR;003;;2011-06-24 14:16:50;?;IT02751520541;ITA;ITA;52,69
00517;Yes;;;;;Yes;Verbilli Mangimi Srl;Verbilli Mangimi   B + S;41048;Prignano sulla Secchia (MO);ITA;Via Nuova 4174;;;EUR;003;;2011-06-24 14:16:50;?;IT02187960360;ITA;ITA;52,69
00519;Yes;;;;;Yes;Consorzio  Agr. del Friuli Ven.Giulia S.C. arl;Consorzio Agrario Friuli Venezia G  B+S;33031;Basiliano (UD);ITA;Via L. Magrini 2;+39 0432838811;;EUR;003;;2011-06-24 14:16:50;?;IT00190300301;ITA;ITA;52,69
00520;Yes;;;00554,00567,00963,01490,03529;00554,00567,00963,01490,03529;Yes;Harbro Ltd.;Harbro Ltd   B + S;AB53 4PA;Aberdeenshire;UK;Markethill, Turriff;+44 1888 568882;;GBP;003;;2011-06-24 14:16:50;?;GB552983903;UK;UK;59,69
00521;Yes;;;;;Yes;Ark Animal Care Ltd.;Ark Animal Care Ltd;EIRE;Newbridge;IRL;Unit 5A, Newbridge Ind. Est.W12 YF63;+353 45433203;;EUR;003;;2011-06-24 14:16:50;?;IE4810997J;IRL;IRL;64,69
00522;Yes;;;;;Yes;Indukern de Mexico, S.A.DE CV;Indukern de Mexico  B + S;45019;Zapopan Jalisco , Mexico;MEX;Guadalajara Technology Park, Paseo del Valle No.5211;;;USD;003;;2011-06-24 14:16:50;?;;MEX;MEX;183,69
00523;Yes;;00111;;;No;Hurtownia Prod Leczn Wet (Huvepharma PL);Hurtownia  (Huvepharma Polska)      S;11-034;Stawiguda;POL;Ul. Sadowa 4;;;EUR;009;00111;2011-06-24 14:16:50;?;;POL;POL;70,69
00524;Yes;;00174;;;No;Dumoulin NV;Dumoulin NV        S  Kerkhove;8581;Kerkhove;BEL;Scheldekaai 1;;;EUR;003;00174;2011-06-24 14:16:50;?;;BEL;BEL;54,69
00525;Yes;;;;;Yes;Zooland snc;Zooland snc;37012;Bussolengo - VR;ITA;Via Crocioni 46/h;+39 045 6766467;;EUR;003;;2011-06-24 14:16:50;?;IT02082300233;ITA;ITA;52,69
00526;Yes;;;;;Yes;Nutri-Tech Srl;Nutri-Tech Srl  B + S;46039;Villimpenta (MN);ITA;Via 1° Maggio 26;+39 0376573048;;EUR;003;;2011-06-24 14:16:50;?;IT02153850207;ITA;ITA;52,69
00527;Yes;;;;;Yes;Joost Callebert;Joost Callebert;8600;Pervijze;BEL;Veurnestraat 78;051 555550;;EUR;003;;2011-06-24 14:16:50;?;BE0674326875;BEL;BEL;54,69
00528;Yes;;;00529,01946;00529,01946;Yes;Districhem bvba;Districhem bvba     B;2000;Antwerpen;BEL;Oude Leeuwenrui 7;03 226 64 00;;EUR;003;;2011-06-24 14:16:50;?;BE0431980590;BEL;BEL;54,69
00529;Yes;;00528;;;No;Oostvogels Logistics;Oostvogels Log.(Districhem)          S;2321;Meer;BEL;Luxemburgstraat 3;;;EUR;003;00528;2011-06-24 14:16:50;?;;BEL;BEL;54,69
00530;Yes;;;;;Yes;Dierckens Christiaan Diergeneeskunde bvba;Dierckens Christiaan Diergeneeskunde bvb;8700;Kanegem;BEL;Kanegemstraat 165A;051 689872;;EUR;003;;2011-06-24 14:16:50;?;BE0464545470;BEL;BEL;54,69
00531;Yes;;;;;Yes;Voeders Scherrens Kurt;Voeders Scherrens Kurt    B + S;8750;Wingene;BEL;Beernemsteenweg 102;051 655106;;EUR;003;;2011-06-24 14:16:50;?;BE0479393004;BEL;BEL;54,69
00532;Yes;;;;;Yes;Vetys Pharma sas;Vetys Pharma sas B + S;22140;Cavan;FRA;ZA de Kerbiquet;+33 296359094;;EUR;003;;2011-06-24 14:16:50;?;FR38494840788;FRA;FRA;50,69
00533;Yes;;;;;Yes;Agrihealth Ltd;Agrihealth Ltd    B + S;EIRE;Monaghan Town;IRL;Clones Road, H18 YW57;+353 4771800;;EUR;003;;2011-06-24 14:16:50;?;IE9Y20615L;IRL;IRL;64,69
00534;Yes;;00462;;;No;UNCASE (Molimen);UNCASE   Molimen   S;08520;Les Franqueses del Valles-Barc;ESP;P.I. Nou Congost, C/Mas Pujol 38 A;;;EUR;003;00462;2011-06-24 14:16:50;?;;ESP;ESP;56,69
00535;Yes;;00499;;;No;Kon-Pharma Handels GmbH;Kon-Pharma       S;49377;Vechta;DEU;Vechtaer Marsch 3;;;EUR;003;00499;2011-06-24 14:16:50;?;;DEU;DEU;53,69
00536;Yes;;;;;Yes;TJ Livestock(2000) Ltd. (Unit 3C);TJ Livestock      B+S;EIRE;Dublin;IRL;Riverview Bs. Park-New Nangor Road, D12 K6R7;+353 14601199;;EUR;003;;2011-06-24 14:16:50;?;IE8282431B;IRL;IRL;64,69
00536_EIRE;Yes;;;;;No;TJ Livestock(2000) Ltd. (Unit 3C);TJ Livestock      B+S;EIRE;Callan;IRL; c/o Brett's Feed Mill;+353 14601199;;EUR;003;;2011-06-24 14:16:50;?;IE8282431B;IRL;IRL;64,69
00537;Yes;;;00538;00538;Yes;KOKA d.d;KOKA  d.d        B;42000;Varazdin;HRV;Jalkovecka BB;;;EUR;003;;2011-06-24 14:16:50;?;HR21031321242;HRV;HRV;184,69
00538;Yes;;00537;;;No;KOKA - Tvornica stocne hrane;KOKA          S;42000;Varazdin;HRV;Biskupecka bb;;;EUR;003;00537;2011-06-24 14:16:50;?;HR21031321242;HRV;HRV;184,69
00539;Yes;;;00560;00560;Yes;Progeo Soc. Coop. Agr.(Mangimi);Progeo Soc. Coop   Masone B + S;42122;Masone, Reggio Emilia;ITA;Via Asseverati 1;+39 0522 346411;;EUR;003;;2011-06-24 14:16:50;?;IT00127250355;ITA;ITA;52,69
00540;Yes;;;;;Yes;Thompsons (York) Ltd;Thompsons (York) Ltd;YO19 5UT;Yorkshire;UK;Jubilee Mill - Murton, York;+44 1904 488 388;;GBP;003;;2011-06-24 14:16:50;?;GB797268366;UK;UK;59,69
00541;Yes;;;;;Yes;Phoenix Equine Group, The;Phoenix Equine Group    B + S;EIRE;Kildare;IRL;Grey Abbey Road, R51 NV25;+353 45533696;;EUR;003;;2011-06-24 14:16:50;?;IE9664951P;IRL;IRL;64,69
00542;Yes;;;;;Yes;Van Goethem GCV;Van Goethem GCV     B + S;9100;Sint-Niklaas;BEL;Uilenstraat 155b;;;EUR;003;;2011-06-24 14:16:50;?;BE0473540835;BEL;BEL;54,69
00543;Yes;;;;;Yes;De Wolf Geert Consulting BV bvba;De Wolf Geert Consulting BV bvba;9860;Balegem;BEL;Berg 48;;;EUR;003;;2011-06-24 14:16:50;?;BE0807768983;BEL;BEL;54,69
00544;Yes;;;;;Yes;KIERNAN ANIMAL HEALTH-FRANK CLERKIN M.V.B.M.R.C.V.S.;Kiernan Millling Ltd;EIRE;Granard;IRL;GRANARD;+353 436686166;;EUR;003;;2011-06-24 14:16:50;?;IE4557641I;IRL;IRL;64,69
00544_EIRE;Yes;;;;;No;KIERNAN ANIMAL HEALTH-FRANK CLERKIN M.V.B.M.R.C.V.S.;Kiernan Millling Ltd;EIRE;Granard;IRL;Granard, N39 C960;+353 436686166;;EUR;003;;2011-06-24 14:16:50;?;IE4557641I;IRL;IRL;64,69
00545;Yes;;01022;;;No;Cargill Srl - Divisone Feed & Nutrition;Cargill   Sospiro    S;26048;Sospiro (CR);ITA;Via S. Daniele;;;EUR;003;01022;2011-06-24 14:16:50;?;;ITA;ITA;52,69
00546;Yes;;;;;Yes;Pauls & Vincent Ltd;Pauls & Vincent Ltd    B + S;EIRE;Edgeworthstown;IRL;Longford Road, N39 T678;+353 436671149;;EUR;003;;2011-06-24 14:16:50;?;IE8Z46087R;IRL;IRL;64,69
00547;Yes;;;;;Yes;ZooVete srl;ZooVete srl   B + S;12041;Benevagienna (CN);ITA;Via Frazione San. Bernardo 128;+39 0172 654883;;EUR;003;;2011-06-24 14:16:50;?;IT02835990041;ITA;ITA;52,69
00548;Yes;;;;;Yes;Dopharma;Dopharma;4940 AE;Raamsdonksveer;NLD;Zalmweg 24, Postbus 205;+31 162 582000;;EUR;003;;2011-06-24 14:16:50;?;NL004662337B01;NLD;NLD;55,69
00549;Yes;;;;;Yes;AUV Groothandel;AUV Groothandel;5430 AB;Cuijk;NLD;Beversestraat 23, Postbus 94;;;EUR;003;;2011-06-24 14:16:50;?;NL006658088B02;NLD;NLD;55,69
00550;Yes;;00468;;;No;Cons. Agr. Nordest Valdaro Mangimificio;Consorzio Agr Valdaro Nordest S;46100;Valdaro (MN);ITA;Via Vespucci 8;;;EUR;003;00468;2011-06-24 14:16:50;?;IT03335760231;ITA;ITA;52,69
00551;Yes;;;00552;00552;Yes;Deley Wouter;Deley Wouter   B;8791;Beveren-Leie;BEL;Liebaardstraat 231;09 3885295;;EUR;003;;2011-06-24 14:16:50;?;BE0533570373;BEL;BEL;54,69
00552;Yes;;00551;;;No;Deley Wouter;Deley Wouter      S;9870;Olsene;BEL;Leie Rechteroever 1;;;EUR;003;00551;2011-06-24 14:16:50;?;BE0533570373;BEL;BEL;54,69
00553;Yes;;;;;Yes;Moss Veterinary Hospital;Moss Vet Hospital;EIRE;Naas;IRL;IDA Industr. Estate, Monread Road, W91 VF59;+353 45875168;;EUR;003;;2011-06-24 14:16:50;?;IE1509703G;IRL;IRL;64,69
00554;Yes;;00520;;;No;Vion Food Scotland Ltd. (by Harbro);Vion Food (Harbro)    S;AB45 3TX;Banff., Scotland;UK;Mill of Brydock, Alvah;;;GBP;003;00520;2011-06-24 14:16:50;?;;UK;UK;59,69
00555;Yes;;;;;Yes;DAP De Vlieger Hanssens Verbeken;DAP De Vlieger Hanssens Verbeken   B+S;9850;Hansbeke;BEL;Nevelestraat 21;09 3715872;;EUR;003;;2011-06-24 14:16:50;?;BE0740239266;BEL;BEL;54,69
00556;Yes;;;;;Yes;Van Coolen Steven;Van Coolen Steven  B;8750;Wingene;BEL;Heilig Sacramentstraat 64;0472 780812;;EUR;003;;2011-06-24 14:16:50;?;BE 0791109036;BEL;BEL;54,69
00557;Yes;;;;;Yes;DAP Pattyn-Vandepitte;DAP Pattyn-Vandepitte B+S;8750;Wingene;BEL;Ratelingestraat 18;0495 571374;;EUR;003;;2011-06-24 14:16:50;?;BE0681308895;BEL;BEL;54,69
00557_8850;Yes;;;;;No;DAP Pattyn-Vandepitte;DAP Pattyn-Vandepitte B+S;8850;Ardooie;BEL;Ardooiestraat 104;0495 571374;;EUR;003;;2011-06-24 14:16:50;?;BE0681308895;BEL;BEL;54,69
00558;Yes;;;04121;04121;Yes;DAP Vrielinck Joris BVBA;DAP Vrielinck Joris BVBA  B;8906;Elverdinge-Ieper;BEL;Hospitaalstraat 38;0496 161712;;EUR;003;;2011-06-24 14:16:50;?;BE0886084805;BEL;BEL;54,69
00559;Yes;;;;;Yes;DAP  V.U.G.;DAP VUG   B + S;3781 TB;Voorthuizen;NLD;Evertsenlaan 18;+31 342 471316;;EUR;003;;2011-06-24 14:16:50;?;NL851681803B01;NLD;NLD;55,69
00560;Yes;;00539;;;No;Universal (Progeo);Universal   Progeo SCA    S;33078;S. Vito al Tagliamento (PN);ITA;Via Treviso 7;;;EUR;003;00539;2011-06-24 14:16:50;?;;ITA;ITA;52,69
00562;Yes;;;00563,00735,01134,01142,01325,01464,01535,01926,04253;00563,00735,01134,01142,01325,01464,01535,01926,04253;Yes;Pharmsure UK Ltd.;Pharmsure          B;CB24 8QG;Rampton, Cambridge;UK;27 Cow Lane;;;GBP;003;;2011-06-24 14:16:50;?;GB782823503;UK;UK;59,69
00563;Yes;;00562;;;No;Minster Veterinary Practice(by Pharmsure);Minster Vet Practice(billing Pharmsur  S;HR2 0BG;Herefordshire;UK;Herriot House, Howton;;;GBP;003;00562;2011-06-24 14:16:50;?;;UK;UK;59,69
00564;Yes;;;;;Yes;Cottenie Bernard;Cottenie Bernard   B;2520;Ranst;BEL;Lievevrouwstraat 60;;;EUR;003;;2011-06-24 14:16:50;?;BE0768087273;BEL;BEL;54,69
00565;Yes;;;;;Yes;Wicstun Veterinary Group;Wicstun Vet Group   B+ S;YO43 3BQ;York;UK;Southgate 46, Market Weighton;+44 1430 873219;;GBP;003;;2011-06-24 14:16:50;?;GB167425745;UK;UK;59,69
00566;Yes;;;;;Yes;FA.MA.AR.CO. Spa;FA.MA.AR.CO.      B + S;12041;Bene Vagienna (CN);ITA;Viale Trinita 48;+39 0172 654796;;EUR;003;;2011-06-24 14:16:50;?;IT00268640042;ITA;ITA;52,69
00567;Yes;;00520;;;No;Harbro Ltd. (Smiddyseat Mill);Harbro Ltd. (Smiddyseat Mill)       S;AB53 8HJ;Aberdeenshire;UK;Smiddyseat, Turrif;;;GBP;003;00520;2011-06-24 14:16:50;?;;UK;UK;59,69
00568;Yes;;;00569,00570,00598;00569,00570,00598;Yes;Bioferm CZ spol. s.r.o.;Bioferm CZ              B;62100;Brno;CZE;Banskobystricka 55;+420 548427226;;EUR;003;;2011-06-24 14:16:50;?;CZ60737409;CZE;CZE;220,69
00569;Yes;;00568;;;No;Sklad Gebruder Weiss (Bioferm);Sklad Gebruder     S;66442;Brno, Modrice;CZE;Central Trade Park, Evropska 870;;;EUR;003;00568;2011-06-24 14:16:50;?;;CZE;CZE;220,69
00570;Yes;;00568;;;No;Store LMG (Bioferm);Store LMG              S;19300;Praha 9;CZE;Mezi Uvozy 2000/3;;;EUR;003;00568;2011-06-24 14:16:50;?;;CZE;CZE;220,69
00571;Yes;;;;;Yes;MossVet Ltd.;Mossvet Ltd;BT63 5QD;Craigavon, Co. Armagh;UK;Seagoe Industr. Estate 34, Portadown;+44 2838335379;;GBP;003;;2011-06-24 14:16:50;?;GB574695391;UK;UK;59,69
00572;Yes;1;;;;Yes;Agolin SA;Agolin SA    DO NOT USE;1145;Biere;CHE;Route de la Picardie;;;EUR;003;;2011-06-24 14:16:50;?;661009;CHE;CHE;60,69
00572_1145;Yes;1;;;;No;Agolin SA;Agolin SA    DO NOT USE;1145;Bieree;CHE;Route de la Picardie;;;EUR;003;;2011-06-24 14:16:50;?;661009;CHE;CHE;60,69
00573;Yes;;;00574;00574;Yes;Alimenti Zootecnici Srl;Alimenti Zootecnici    B;10121;Torino;ITA;Via Davide Bertolotti 7;+39 011 9469146;;EUR;003;;2011-06-24 14:16:50;?;IT05093140019;ITA;ITA;52,69
00574;Yes;;00573;;;No;Alimenti Zootecnici Srl;Alimenti Zootecnici    S;10020;Riva presso Chieri (TO);ITA;Via della Torre 4;F+39 011 946 82 22;;EUR;003;00573;2011-06-24 14:16:50;?;IT05093140019;ITA;ITA;52,69
00575;Yes;;;00576,01083;00576,01083;Yes;ForFarmers Nederland BV;ForFarmers Nederland BV  B;7490 AB;Delden;NLD;Postbus 90;+31 573 288800;;EUR;003;;2011-06-24 14:16:50;?;NL821349259B01;NLD;NLD;55,69
00575_7241 CW;Yes;;;00576,01083;00576,01083;No;ForFarmers Nederland BV;ForFarmers Nederland BV  B;7241 CW;Lochem;NLD;Kwinkweerd 12;+31 573 288800;;EUR;003;;2011-06-24 14:16:50;?;NL821349259B01;NLD;NLD;55,69
00576;Yes;;00575;;;No;ForFarmers Nederland BV;Forfarmers Nederland BV  S Delden;7491 GA;Delden;NLD;Sluisstraat 24;+31 743 777700;;EUR;003;00575;2011-06-24 14:16:50;?;;NLD;NLD;55,69
00577;Yes;1;;;;Yes;Dierenartsenpr.  Mervet DO NOT USE;Dierenartsenpr. Mervet DO NOT USE;2330;Merksplas;BEL;Steenweg op Turnhout 81;FAX 014 632 679;;EUR;003;;2011-06-24 14:16:50;?;BE0767268317;BEL;BEL;54,69
00578;Yes;;;;;Yes;Miguel Kerkaert;Miguel Kerkaert;8600;Beerst;BEL;Wijnendalestraat 144;0476 487967;;EUR;003;;2011-06-24 14:16:50;?;BE0821783802;BEL;BEL;54,69
00579;Yes;;;;;Yes;Schobbejaks Hoogte BVBA;Schobbejaks Hoogte BVBA  B+S;8700;Aarsele (Tielt);BEL;Deinsesteenweg 182;;;EUR;003;;2011-06-24 14:16:50;?;BE0476578222;BEL;BEL;54,69
00580;Yes;;;;;Yes;The George Veterinary Group;The George Veterinary Group;SN16 9AU;Malmesbury, Wiltshire;UK;18-20 High Street;00 44 1666 823355;;GBP;003;;2011-06-24 14:16:50;?;GB137680257;UK;UK;59,69
00580_BA2 7QY;Yes;;;;;No;The George Veterinary Group;The George Veterinary Group;BA2 7QY;Bath;UK;Laverton;00 44 1666 823355;;GBP;003;;2011-06-24 14:16:50;?;GB137680257;UK;UK;59,69
00580_BS40 7XR;Yes;;;;;No;The George Veterinary Group;The George Veterinary Group;BS40 7XR;Bristol;UK;Charter HouseBlagdon;00 44 1666 823355;;GBP;003;;2011-06-24 14:16:50;?;GB137680257;UK;UK;59,69
00580_DT2 7TZ;Yes;;;;;No;The George Veterinary Group;The George Veterinary Group;DT2 7TZ;Piddlehilton;UK;Bourne Farm;00 44 1666 823355;;GBP;003;;2011-06-24 14:16:50;?;GB137680257;UK;UK;59,69
00580_EX12 3AB;Yes;;;;;No;The George Veterinary Group;The George Veterinary Group;EX12 3AB;Beer, Seaton, Devon;UK;5 Bovey Farm;00 44 1666 823355;;GBP;003;;2011-06-24 14:16:50;?;GB137680257;UK;UK;59,69
00580_EX14 9EL;Yes;;;;;No;The George Veterinary Group;The George Veterinary Group;EX14 9EL;Stockland;UK;Broadhayes Farm;00 44 1666 823355;;GBP;003;;2011-06-24 14:16:50;?;GB137680257;UK;UK;59,69
00580_EX9 7BS;Yes;;;;;No;The George Veterinary Group;The George Veterinary Group;EX9 7BS;Budleigh Salterton;UK;Hayes BartonEast Budleigh;00 44 1666 823355;;GBP;003;;2011-06-24 14:16:50;?;GB137680257;UK;UK;59,69
00580_GL15 4EU;Yes;;;;;No;The George Veterinary Group;The George Veterinary Group;GL15 4EU;Lydney (Glos);UK;Driffield Road;00 44 1666 823355;;GBP;003;;2011-06-24 14:16:50;?;GB137680257;UK;UK;59,69
00580_LE67 6HD;Yes;;;;;No;The George Veterinary Group;The George Veterinary Group;LE67 6HD;Ibstock;UK;Blackberry Farm, Blackberry Lane;00 44 1666 823355;;GBP;003;;2011-06-24 14:16:50;?;GB137680257;UK;UK;59,69
00580_OX10 6PQ;Yes;;;;;No;The George Veterinary Group;The George Veterinary Group;OX10 6PQ;Oxon;UK;Ewelme;00 44 1666 823355;;GBP;003;;2011-06-24 14:16:50;?;GB137680257;UK;UK;59,69
00580_P67;Yes;;;;;No;The George Veterinary Group;The George Veterinary Group;P67;Ballylough, Mitchelstown;IRL;att. Mr. P. O'Keefe;00 44 1666 823355;;GBP;003;;2011-06-24 14:16:50;?;GB137680257;IRL;IRL;64,69
00582;Yes;1;;;;Yes;Bracofeed Trading DO NOT USE;Bracofeed Trading DO NOT USE;5750 AA;Deurne;NLD;Postbus 20;;;EUR;003;;2011-06-24 14:16:50;?;NL817203102B01;NLD;NLD;55,69
00583;Yes;;03976;;;No;Voergroep Zuid BV (loc.Helmond);Voergroep Zuid loc.Helmond S;5705 CT;Helmond;NLD;Ringdijk 2;;;EUR;003;03976;2011-06-24 14:16:50;?;;NLD;NLD;55,69
00584;Yes;;;;;Yes;Jan Kindts;Jan Kindts   B;8490;Varsenare;BEL;Grote Thems 15;;;EUR;003;;2011-06-24 14:16:50;?;BE0673273832;BEL;BEL;54,69
00585;Yes;;;;;Yes;Azienda Agr. Paganini Geom. Antonio;Azienda Agr. Paganini Geom. Antonio B+S;35010;Carmignano di Brenta (PD);ITA;Via Postumia 13;+39 0495957117;;EUR;003;;2011-06-24 14:16:50;?;IT00320600281;ITA;ITA;52,69
00586;Yes;;;00720,00835,01467,01567,04205;00720,00835,01467,01567,04205;Yes;Sondac.IT Srl;Sondac IT    B;46043;Castiglione D/S(MN);ITA;Via S. Martino D/B 3;+39 0376 944901;;EUR;003;;2011-06-24 14:16:50;?;IT02208560207;ITA;ITA;52,69
00589;Yes;;;00595;00595;Yes;WDT eG;WDT eG        B;30812;Garbsen;DEU;Siemensstrasse - Postfach 14 12 07;+49 5131 705141;;EUR;003;;2011-06-24 14:16:50;?;DE115657322;DEU;DEU;53,69
00590;Yes;;;;;Yes;FP Mangimi Srl;FP Mangimi   B + S;12100;Fraz.Madonna dell'Olmo (CN);ITA;Via Canubia 5;;;EUR;003;;2011-06-24 14:16:50;?;IT02606770044;ITA;ITA;52,69
00591;Yes;;;;;Yes;Sanizoo Srl;Sanizoo Srl   B + S;36030;San Tomio di Malo (VI);ITA;Via Vicenza 132;+39 0445588050;;EUR;003;;2011-06-24 14:16:50;?;IT00637250242;ITA;ITA;52,69
00592;Yes;;;00593;00593;Yes;Meadows Veterinary Centre Ltd.;Meadows Vet Centre   B;AB51 0EZ;Oldmeldrum, Inverurie, Scotl.;UK;Station Road;+44 1651872481;;GBP;003;;2011-06-24 14:16:50;?;GB830131579;UK;UK;59,69
00593;Yes;;00592;;;No;BOCM Paul (by Meadows Vet. Centre);BOCM Paul S;YO8 5AF;Selby;UK;Olympia Mills, Barlby Road;;;GBP;003;00592;2011-06-24 14:16:50;?;;UK;UK;59,69
00594;Yes;;;;;Yes;Vetemontana Srl;Vetemontana srl   B + S;41026;Pavullo (MO);ITA;Via Garibaldi 16;+39 0536 23642;;EUR;003;;2011-06-24 14:16:50;?;IT01902050366;ITA;ITA;52,69
00595;Yes;;00589;;;No;WDT eG;WDT  eG          S;30827;Garbsen;DEU;Siemensstrasse 14;;;EUR;003;00589;2011-06-24 14:16:50;?;DE115657322;DEU;DEU;53,69
00595_30827;Yes;;00589;;;No;WDT eG;WDT  eG          S;30827;Garbsen;DEU;Heinkelstrasse 20;;;EUR;003;00589;2011-06-24 14:16:50;?;DE115657322;DEU;DEU;53,69
00596;Yes;;01507;;;No;Dumoulin SA;Dumoulin SA  S    Hombourg;4852;Hombourg;BEL;Site Carnipor, r de la Station 47;;;EUR;003;01507;2011-06-24 14:16:50;?;BE0449730404;BEL;BEL;54,69
00596_4852;Yes;;01507;;;No;Dumoulin SA;Dumoulin SA  S    Hombourg;4852;Hombourg;BEL;Site Carnipor, Rue de la Station 47;;;EUR;003;01507;2011-06-24 14:16:50;?;BE0449730404;BEL;BEL;54,69
00597;Yes;;;;;Yes;De Kesel Andre;De Kesel Andre  B + S;9968;Oosteeklo;BEL;Dorp 66;09 3737894;;EUR;003;;2011-06-24 14:16:50;?;BE0742280622;BEL;BEL;54,69
00598;Yes;;00568;;;No;Hanus Expres (by Bioferm);Hanus Expres (Bioferm)   S;97101;Prievidza;SVK;Mostenica 3;;;EUR;003;00568;2011-06-24 14:16:50;?;;SVK;SVK;189,69
00599;Yes;;;00600;00600;Yes;Cam Sante Animale;Cam Sante Animale      B;53000;Laval;FRA;Rue Magenta 89;00332 43 49 61 00;;EUR;003;;2011-06-24 14:16:50;?;FR68775613797;FRA;FRA;50,69
00600;Yes;;00599;;;No;Cam Sante Animale;Cam Sante Animale       S;53810;Change;FRA;Les Chenes Secs, Route d'Ernee;+33 243496023;;EUR;003;00599;2011-06-24 14:16:50;?;FR68775613797;FRA;FRA;50,69
00602;Yes;1;;;;Yes;ForFarmers BM;ForFarmers BM   B    DO NOT USE;49365;Vechta-Lanfoerden;DEU;p/a Industriestrasse 7- Postfach 1644;;;EUR;003;;2011-06-24 14:16:50;?;DE239682383;DEU;DEU;53,69
00603;Yes;;;;;Yes;ForFarmers BM;ForFarmers BM  B + S   Germany;49377;Vechta;DEU;Industriestrasse 7;004933986502212;;EUR;003;;2011-06-24 14:16:50;?;DE239682383;DEU;DEU;53,69
00603_16928;Yes;;;;;No;ForFarmers BM;ForFarmers BM  B + S   Germany;16928;Gerdshagen/Rapshagen;DEU;Am Wuhlwinkel 1;004933986502212;;EUR;003;;2011-06-24 14:16:50;?;DE239682383;DEU;DEU;53,69
00604;Yes;1;;;;Yes;Nutreco Feed Belgium DO NOT USE; Nutr.Feed B. B(Hendrix Haeck)DO NOT USE;5830 AA;Boxmeer;NLD;Postbus 36;;;EUR;003;;2011-06-24 14:16:50;?;BE0415518108;NLD;NLD;55,69
00605;Yes;;00917;;;No;ForFarmers Belgium;ForFarmers Belgium  S;8870;Izegem;BEL;Noordkaai 12;+32 51 311054;;EUR;003;00917;2011-06-24 14:16:50;?;;BEL;BEL;54,69
00607;Yes;;;;;No;Beeckaert Geert Dr;Beeckaert Geert Dr B + S;8647;Reninge;BEL;Pereboom 2;0032 58 288 488;;EUR;003;00607;2011-06-24 14:16:50;?;BE0674229182;BEL;BEL;54,69
00610;Yes;;;00611,00719,01214,01272,01318;00611,00719,01214,01272,01318;Yes;Fransen Gerrits BV;Fransen Gerrits BV B;5460 ZG;Erp;NLD;Postbus 30;0031413213261;;EUR;003;;2011-06-24 14:16:50;?;NL810283013B01;NLD;NLD;55,69
00610_5469 ZG;Yes;;;00611,00719,01214,01272,01318;00611,00719,01214,01272,01318;No;Fransen Gerrits BV;Fransen Gerrits BV B;5469 ZG;Erp;NLD;Postbus 30;0031413213261;;EUR;003;;2011-06-24 14:16:50;?;NL810283013B01;NLD;NLD;55,69
00611;Yes;;00610;;;No;Fransen Gerrits BV;Fransen Gerrits BV   de Rips   S;5764 PD;De Rips;NLD;Burgemeester Wijkvlietlaan 2;;;EUR;003;00610;2011-06-24 14:16:50;?;NL810283013B01;NLD;NLD;55,69
00612;Yes;;00058;;;No;Agrofeed Kft;Arravis    Agrofeed   S;H-6086;Szalkszentmarton;HUN;Vadas u.7;;;EUR;003;00058;2011-06-24 14:16:50;?;;HUN;HUN;222,69
00613;Yes;;;00614;00614;Yes;Nuova Padana Mangimi;Nuova Padana Mangimi B;46017;Rivarola Mantovano (MN);ITA;Via Bosellino 1;;;EUR;003;;2011-06-24 14:16:50;?;IT01770940201;ITA;ITA;52,69
00614;Yes;;00613;;;No;Nuova Padana Mangimi;Nuova Padana Mangimi S;35020;Vigorovea S Angelo di Piove;ITA;Via Zona Industriale 1;;;EUR;003;00613;2011-06-24 14:16:50;?;IT01770940201;ITA;ITA;52,69
00615;Yes;;;;;Yes;Filozoo Srl;Filozoo Srl B + S;41012;Carpi (Modena);ITA;Viale del Commercio, 28/30;T0039 059 637 312;;EUR;003;;2011-06-24 14:16:50;?;IT02770840367;ITA;ITA;52,69
00616;Yes;;;;;No;DAP Bollaert-Desimpelaere;DAP Bollaert-Desimpelaere B+ S;8700;Kanegem;BEL;Kanegemdorp 21;;;EUR;003;00616;2011-06-24 14:16:50;?;BE0899779720;BEL;BEL;54,69
